,t2_towerKills,t1_towerKills,firstInhibitor,t2_inhibitorKills,t1_inhibitorKills,firstTower,firstBaron,t2_dragonKills,t1_dragonKills,t1_baronKills,t2_baronKills,firstDragon
0,5,11,1,0,1,1,1,1,3,2,0,1
1,2,10,1,0,4,1,0,0,2,0,0,1
2,2,8,1,0,1,1,1,1,1,1,0,2
3,0,9,1,0,2,1,1,0,2,1,0,1
4,3,9,1,0,2,1,1,1,3,1,0,1
5,6,8,1,0,1,2,1,3,1,1,0,2
6,2,10,1,0,2,2,1,0,2,1,0,1
7,0,6,0,0,0,1,0,2,0,0,0,2
8,8,0,2,1,0,2,0,2,0,0,0,2
9,8,10,2,3,1,2,2,2,2,0,1,2
10,10,0,2,2,0,2,2,1,1,0,1,2
11,2,10,1,0,1,2,0,2,0,0,0,2
12,3,6,0,0,0,1,1,1,2,1,0,2
13,3,7,1,0,1,2,0,2,1,0,0,1
14,9,8,1,2,1,2,1,2,2,1,0,2
15,0,7,1,0,1,1,0,0,2,0,0,1
16,9,3,2,3,0,2,2,4,1,0,2,2
17,2,11,1,0,6,1,1,0,2,1,0,1
18,11,0,2,3,0,2,0,2,0,0,0,2
19,11,4,2,2,0,2,2,1,3,0,1,1
20,11,5,1,3,1,1,2,2,1,0,1,1
21,9,2,2,1,0,2,2,2,1,0,1,1
22,10,2,2,2,0,2,0,2,0,0,0,2
23,2,11,1,0,3,1,1,0,3,1,0,1
24,11,2,2,3,0,2,0,0,1,0,0,1
25,10,2,2,2,0,2,0,3,0,0,0,2
26,10,10,1,2,3,2,1,3,2,1,1,2
27,5,0,0,0,0,2,0,2,0,0,0,2
28,7,4,2,2,0,2,2,3,1,0,1,2
29,2,10,1,0,3,1,1,1,2,1,0,1
30,9,4,2,1,0,1,2,0,2,0,1,1
31,0,9,1,0,2,1,2,0,2,0,1,1
32,1,10,1,0,2,1,2,1,2,0,1,1
33,7,11,2,1,3,2,2,3,2,1,1,2
34,11,3,2,3,0,1,2,1,3,0,1,1
35,11,1,2,3,0,2,0,1,0,0,0,2
36,10,2,2,2,0,2,0,2,0,0,0,2
37,0,10,1,0,2,1,0,1,2,0,0,1
38,3,10,1,0,2,1,0,0,4,0,0,1
39,0,8,1,0,1,1,0,0,2,0,0,1
40,10,5,2,1,0,1,2,1,3,0,2,1
41,11,0,2,3,0,2,0,1,0,0,0,2
42,4,8,1,0,1,1,1,1,2,1,0,1
43,6,0,2,1,0,2,0,1,0,0,0,2
44,8,6,1,1,3,2,1,1,2,1,1,1
45,2,9,1,0,2,2,0,1,2,0,0,2
46,2,8,1,0,2,2,2,1,1,1,1,2
47,8,2,2,2,0,2,0,2,0,0,0,2
48,9,4,2,2,0,1,2,3,0,0,1,2
49,9,7,1,1,1,2,1,1,2,1,1,1
50,11,5,2,4,1,1,1,1,4,1,1,1
51,1,9,1,0,2,1,0,0,1,0,0,1
52,7,1,2,1,0,2,2,2,0,0,1,2
53,0,11,1,0,4,1,0,0,3,0,0,1
54,7,4,2,1,0,2,1,2,1,1,0,1
55,1,11,1,0,3,1,0,1,1,0,0,2
56,9,1,2,1,0,2,2,2,0,0,1,2
57,0,9,1,0,2,1,1,1,1,1,0,2
58,9,1,2,2,0,2,0,2,0,0,0,2
59,2,7,1,0,1,1,1,0,2,1,0,1
60,1,11,1,0,4,2,1,0,3,1,0,1
61,0,10,1,0,2,1,0,0,2,0,0,1
62,10,0,2,3,0,2,2,3,0,0,1,2
63,8,4,2,1,0,2,0,2,2,0,0,1
64,0,0,0,0,0,0,0,0,0,0,0,0
65,0,4,0,0,0,1,0,0,1,0,0,1
66,2,10,1,0,2,1,0,1,3,0,0,2
67,4,10,1,0,3,1,1,3,2,2,0,2
68,7,1,2,1,0,2,2,2,0,0,1,2
69,1,11,1,0,3,1,1,0,1,1,0,1
70,11,1,2,3,0,2,2,2,0,0,1,2
71,10,4,2,2,0,2,2,4,0,0,1,2
72,1,9,1,0,2,1,1,1,1,1,0,2
73,1,11,1,0,3,1,1,0,3,1,0,1
74,10,6,2,2,0,2,2,3,0,0,1,2
75,2,1,0,0,0,1,0,1,1,0,0,2
76,8,9,2,1,1,2,1,2,3,2,0,1
77,1,4,0,0,0,1,0,0,0,0,0,0
78,10,5,2,1,0,1,1,1,4,1,0,1
79,1,11,1,0,3,1,1,1,3,1,0,1
80,4,5,1,0,1,2,1,0,2,1,0,1
81,1,10,1,0,2,1,1,0,1,1,0,1
82,0,0,0,0,0,0,0,0,0,0,0,0
83,8,0,2,2,0,2,2,3,0,0,1,2
84,1,3,0,0,0,1,0,1,0,0,0,2
85,5,2,2,1,0,2,0,1,1,0,0,1
86,2,7,1,0,1,1,1,2,1,1,0,2
87,0,4,0,0,0,1,0,0,2,0,0,1
88,9,5,2,1,0,1,1,2,3,1,1,1
89,1,7,1,0,1,1,1,0,1,1,0,1
90,11,2,2,3,0,2,2,3,0,0,1,2
91,1,11,1,0,3,1,0,0,4,0,0,1
92,3,11,1,0,4,1,1,2,1,1,0,2
93,9,3,2,1,0,2,2,1,2,0,1,1
94,11,3,2,3,0,1,2,1,2,0,1,1
95,3,5,1,0,2,2,1,0,4,2,0,1
96,0,9,1,0,1,1,1,2,2,1,0,2
97,0,10,1,0,2,1,0,0,3,0,0,1
98,9,0,2,3,0,2,0,2,0,0,0,2
99,11,0,2,4,0,2,2,3,0,0,1,2
100,5,10,1,0,2,1,2,1,1,0,1,2
101,6,8,2,1,1,1,1,0,3,1,0,1
102,0,10,1,0,2,1,1,2,1,1,0,2
103,8,3,2,1,0,2,2,1,1,0,1,2
104,5,10,1,0,3,1,1,0,4,2,0,1
105,10,4,2,3,0,1,2,4,0,0,2,2
106,5,3,0,0,0,2,1,1,1,1,0,2
107,8,1,2,2,0,2,0,2,0,0,0,2
108,7,7,2,1,0,1,2,2,1,0,1,2
109,2,11,1,0,3,1,1,1,2,1,0,2
110,0,7,1,0,1,1,0,0,2,0,0,1
111,3,6,1,0,1,1,1,0,3,1,0,1
112,0,7,1,0,1,1,0,0,1,0,0,1
113,1,10,1,0,1,1,1,0,2,1,0,1
114,8,2,2,1,0,1,2,2,1,0,1,1
115,2,11,1,0,3,2,1,0,4,2,0,1
116,8,0,0,0,0,2,0,2,0,0,0,2
117,1,8,1,0,2,1,1,0,2,1,0,1
118,6,7,1,2,2,1,1,4,2,3,0,2
119,0,0,0,0,0,0,0,0,0,0,0,0
120,0,1,0,0,0,1,0,0,0,0,0,0
121,9,2,2,2,0,2,2,2,0,0,1,2
122,8,1,2,2,0,2,0,2,0,0,0,2
123,4,7,1,0,1,1,1,1,3,1,0,1
124,3,1,0,0,0,1,0,1,0,0,0,2
125,8,8,1,1,3,1,2,2,2,0,2,2
126,9,4,2,1,0,1,2,3,1,0,1,2
127,0,10,1,0,1,1,0,1,3,0,0,2
128,0,9,1,0,2,1,0,0,1,0,0,1
129,5,0,0,0,0,2,0,1,0,0,0,2
130,11,2,2,3,0,1,2,3,0,0,2,2
131,6,8,1,0,1,2,1,3,1,1,0,1
132,0,11,1,0,4,1,1,1,1,1,0,1
133,1,11,1,0,4,1,1,0,3,1,0,1
134,5,0,0,0,0,2,0,2,0,0,0,2
135,7,2,0,0,0,2,0,2,0,0,0,2
136,6,1,2,1,0,2,0,1,2,0,0,1
137,1,8,1,0,1,2,1,0,2,1,0,1
138,9,5,2,1,0,2,1,2,2,1,1,1
139,0,9,1,0,1,1,0,0,1,0,0,1
140,3,10,1,0,3,1,1,1,2,1,0,1
141,8,2,2,1,0,2,2,3,0,0,1,2
142,3,2,0,0,0,1,2,1,2,0,1,1
143,11,3,2,4,0,2,2,5,0,0,2,2
144,3,0,0,0,0,2,0,0,0,0,0,0
145,10,6,2,2,0,1,2,2,2,0,2,2
146,0,11,1,0,2,1,0,0,2,0,0,1
147,7,5,2,1,0,1,0,2,1,0,0,2
148,6,9,1,1,4,2,2,3,1,0,1,2
149,0,0,0,0,0,0,0,0,0,0,0,0
150,10,0,2,3,0,2,0,2,0,0,0,2
151,10,0,2,3,0,2,0,2,1,0,0,1
152,4,9,1,0,2,2,1,2,1,1,0,1
153,9,0,2,1,0,2,2,3,0,0,1,2
154,11,3,2,4,0,2,2,3,0,0,1,2
155,1,7,1,0,1,1,0,0,1,0,0,1
156,9,4,2,2,0,2,0,4,0,0,0,2
157,4,8,1,0,1,1,1,2,2,2,0,1
158,3,7,1,0,1,2,0,0,2,0,0,1
159,1,5,0,0,0,1,0,0,1,0,0,1
160,4,10,1,0,2,2,2,1,4,0,2,1
161,11,4,2,3,0,1,2,2,1,0,1,1
162,0,10,1,0,2,1,1,0,1,1,0,1
163,2,9,1,0,1,2,0,0,2,0,0,1
164,1,11,1,0,4,1,1,0,3,1,0,1
165,8,9,1,1,2,1,2,3,1,0,2,2
166,3,9,1,0,2,1,1,1,1,1,0,1
167,4,8,1,0,1,2,1,4,0,2,0,2
168,10,1,2,2,0,2,2,5,0,0,1,2
169,0,4,0,0,0,1,0,0,0,0,0,0
170,3,10,1,0,2,2,1,2,1,1,0,2
171,9,8,2,2,1,2,1,1,3,1,0,1
172,11,0,2,3,0,2,2,1,1,0,1,1
173,8,3,2,1,0,1,0,2,1,0,0,2
174,1,8,1,0,1,1,0,0,2,0,0,1
175,10,1,2,2,0,1,2,2,0,0,1,2
176,0,6,1,0,1,1,0,0,1,0,0,1
177,8,1,2,1,0,2,0,2,2,0,0,1
178,1,7,1,0,1,1,0,0,0,0,0,0
179,9,0,2,2,0,2,2,2,0,0,1,2
180,0,8,1,0,1,1,0,0,2,0,0,1
181,11,0,2,4,0,2,0,1,0,0,0,2
182,10,1,2,3,0,2,1,4,0,1,0,2
183,10,3,2,2,0,1,1,4,0,1,0,2
184,7,7,1,0,1,2,2,2,3,1,1,1
185,2,9,1,0,2,1,0,0,3,0,0,1
186,3,7,1,0,1,2,1,1,2,1,0,1
187,2,9,1,0,3,1,1,0,3,1,0,1
188,7,9,1,0,2,2,1,4,0,1,1,2
189,10,3,2,3,0,2,2,3,0,0,2,2
190,4,10,1,0,2,2,1,3,1,2,0,2
191,9,0,2,3,0,2,0,1,1,0,0,2
192,9,2,2,2,0,2,0,1,2,0,0,1
193,3,10,1,0,3,2,0,3,1,0,0,2
194,7,5,2,1,0,1,0,0,3,0,0,1
195,7,2,2,2,0,2,2,4,0,0,2,2
196,6,8,1,1,2,2,1,2,1,1,0,2
197,9,5,2,1,0,1,1,3,1,1,0,2
198,1,11,1,0,4,1,0,0,2,0,0,1
199,5,9,1,0,3,2,2,2,2,0,1,2
200,0,11,1,0,3,1,1,0,2,1,0,1
201,0,11,1,0,3,1,0,0,2,0,0,1
202,1,8,1,0,1,1,0,0,2,0,0,1
203,8,3,2,1,0,1,0,1,2,0,0,1
204,3,10,1,0,3,1,1,0,3,1,0,1
205,10,2,2,3,0,1,0,2,0,0,0,2
206,10,7,1,2,1,1,2,1,3,0,1,1
207,0,9,1,0,3,1,0,0,2,0,0,1
208,7,7,2,2,0,1,1,1,4,1,0,2
209,4,11,1,0,2,2,1,1,2,1,0,2
210,2,7,0,0,0,1,0,1,1,0,0,1
211,3,7,1,0,1,2,2,1,3,1,1,2
212,9,4,2,1,0,2,2,2,0,0,1,2
213,10,1,2,2,0,2,2,3,0,0,1,2
214,11,5,1,3,1,2,1,4,0,2,1,2
215,10,0,2,3,0,2,2,4,0,0,1,2
216,6,11,1,0,4,1,1,1,3,1,1,1
217,4,9,1,0,2,2,1,2,0,1,0,2
218,9,2,2,4,0,2,2,3,0,0,1,2
219,0,11,1,0,4,1,1,0,3,1,0,1
220,7,4,2,1,0,1,1,2,2,2,1,1
221,8,4,2,2,0,2,2,4,1,0,1,2
222,6,1,2,1,0,2,0,1,0,0,0,2
223,9,5,1,2,1,1,0,1,1,0,0,1
224,10,5,2,2,0,1,2,2,2,0,2,2
225,1,9,1,0,2,1,0,0,0,0,0,0
226,0,11,1,0,3,1,1,0,3,1,0,1
227,11,0,2,3,0,2,2,3,0,0,1,2
228,7,0,2,1,0,2,2,3,0,0,1,2
229,0,9,1,0,1,1,0,0,1,0,0,1
230,1,11,1,0,3,1,0,1,1,0,0,1
231,7,3,2,1,0,2,1,4,0,1,0,2
232,11,7,2,4,1,1,1,2,3,2,0,2
233,0,9,1,0,1,1,1,0,3,1,0,1
234,8,3,2,1,0,1,1,0,3,1,0,1
235,3,7,1,0,1,2,1,2,1,1,0,2
236,10,3,2,2,0,2,1,1,2,1,1,1
237,0,11,1,0,3,1,1,1,1,1,0,2
238,8,1,2,1,0,2,2,3,1,0,1,1
239,8,2,2,3,0,1,2,2,3,0,1,1
240,4,11,1,0,2,2,1,2,1,1,0,2
241,9,5,2,2,0,1,1,4,0,1,1,2
242,9,2,2,1,0,2,0,3,0,0,0,2
243,9,1,2,2,0,2,2,3,0,0,1,2
244,3,1,0,0,0,2,0,1,0,0,0,2
245,5,1,0,0,0,2,0,2,0,0,0,2
246,3,8,1,0,1,1,0,1,1,0,0,2
247,10,5,2,5,0,2,1,5,0,1,1,2
248,9,0,2,2,0,2,0,2,0,0,0,2
249,5,4,0,0,0,2,2,1,3,0,1,1
250,10,3,2,2,0,2,2,3,1,0,1,1
251,0,10,1,0,2,1,0,0,0,0,0,0
252,7,5,2,1,0,1,1,4,0,1,0,2
253,10,0,2,2,0,2,0,3,0,0,0,2
254,6,4,2,1,0,1,2,2,2,0,1,1
255,11,0,2,4,0,2,2,4,0,0,1,2
256,11,2,2,5,0,2,2,2,0,0,1,2
257,5,8,1,0,1,1,0,0,3,0,0,1
258,1,7,1,0,1,1,0,0,2,0,0,1
259,0,10,1,0,2,1,1,0,2,1,0,1
260,4,1,0,0,0,1,0,0,1,0,0,1
261,3,10,1,0,3,1,1,1,3,2,0,1
262,3,8,1,0,1,1,1,0,4,1,0,1
263,2,9,1,0,2,1,0,2,1,0,0,1
264,8,9,2,2,2,1,1,3,2,1,1,2
265,0,10,1,0,2,1,1,0,3,1,0,1
266,8,9,2,3,1,2,2,1,4,1,2,2
267,10,4,2,2,0,2,0,2,2,0,0,2
268,4,0,0,0,0,2,0,1,0,0,0,2
269,1,5,0,0,0,1,2,3,0,0,1,2
270,7,4,2,1,0,2,0,1,0,0,0,2
271,10,7,1,2,2,1,1,0,4,1,1,1
272,8,8,2,2,2,2,2,4,1,0,1,2
273,0,11,1,0,3,1,1,0,3,1,0,1
274,10,4,2,3,0,2,1,2,2,1,0,2
275,1,10,1,0,1,1,1,0,3,2,0,1
276,0,0,0,0,0,0,0,0,0,0,0,0
277,9,0,2,2,0,2,2,3,0,0,1,2
278,6,1,0,0,0,2,0,2,0,0,0,2
279,7,3,2,1,0,2,0,2,1,0,0,1
280,4,11,2,1,3,2,2,1,1,0,1,2
281,4,11,1,0,3,2,0,0,2,0,0,1
282,1,9,1,0,2,1,1,1,0,1,0,2
283,2,9,1,0,1,1,0,3,1,0,0,2
284,3,9,1,0,2,2,1,1,1,1,0,2
285,0,11,1,0,3,1,1,0,3,1,0,1
286,9,3,2,1,0,2,1,3,0,1,0,2
287,1,7,1,0,1,1,0,1,0,0,0,2
288,8,8,2,2,0,1,1,3,1,2,0,1
289,11,4,2,4,0,1,2,2,2,0,2,1
290,8,3,2,1,0,1,2,2,1,0,1,2
291,1,9,1,0,1,1,0,1,3,0,0,2
292,3,10,1,0,2,1,2,2,2,0,1,2
293,6,9,2,1,1,2,2,2,1,1,1,2
294,1,7,1,0,1,1,0,0,1,0,0,1
295,10,7,1,2,1,2,2,1,1,0,1,2
296,6,8,2,1,1,1,1,1,1,1,0,1
297,9,2,2,1,0,2,2,2,1,0,1,1
298,4,10,1,0,3,1,0,0,2,0,0,1
299,0,10,1,0,2,1,0,0,3,0,0,1
300,7,2,2,1,0,2,2,2,1,1,1,1
301,8,2,2,1,0,1,0,2,0,0,0,2
302,9,2,2,2,0,2,0,1,1,0,0,1
303,3,8,1,0,1,1,1,0,3,2,0,1
304,2,9,1,0,2,1,1,0,4,1,0,1
305,11,1,2,2,0,2,2,2,0,0,1,2
306,10,0,2,2,0,2,2,1,1,0,1,2
307,3,9,1,0,1,2,0,2,1,0,0,2
308,8,1,2,2,0,2,2,2,0,0,1,2
309,7,10,1,0,3,1,2,0,5,1,1,1
310,6,5,1,1,1,2,1,2,1,1,0,2
311,10,8,2,3,1,2,2,2,3,0,1,1
312,8,6,1,1,1,1,2,2,1,0,1,1
313,3,8,1,0,1,2,0,2,2,0,0,2
314,8,2,2,1,0,2,2,1,2,0,1,1
315,11,5,2,6,0,1,2,3,3,0,3,1
316,10,6,1,2,3,1,2,3,1,0,1,2
317,0,10,1,0,2,1,0,0,2,0,0,1
318,0,10,1,0,1,1,0,0,2,0,0,1
319,1,5,1,0,1,1,0,0,2,0,0,1
320,1,11,1,0,3,1,0,0,2,0,0,1
321,5,1,0,0,0,2,0,0,0,0,0,0
322,0,7,1,0,1,1,1,0,2,1,0,1
323,11,0,2,4,0,2,2,3,0,0,1,2
324,9,4,2,2,0,2,0,1,0,0,0,2
325,3,3,0,0,0,1,0,0,2,0,0,1
326,1,11,1,0,5,1,1,0,4,2,0,1
327,2,8,1,0,1,1,1,1,3,1,0,1
328,0,7,1,0,1,1,0,0,1,0,0,1
329,8,4,2,1,0,2,0,3,1,0,0,1
330,7,0,0,0,0,2,0,2,0,0,0,2
331,1,9,1,0,2,1,0,1,1,0,0,1
332,8,0,0,0,0,2,0,1,0,0,0,2
333,5,11,1,1,2,1,1,0,4,2,0,1
334,7,3,2,1,0,2,2,1,1,0,1,1
335,2,5,0,0,0,1,0,2,1,0,0,2
336,1,7,1,0,1,1,0,1,2,0,0,2
337,4,1,0,0,0,2,0,1,0,0,0,2
338,4,10,1,0,1,2,1,0,3,1,0,1
339,8,6,2,2,0,1,2,3,0,1,1,2
340,9,6,1,1,1,2,1,1,2,1,1,2
341,8,3,2,1,0,2,2,2,2,0,1,2
342,7,7,1,2,1,1,2,3,1,0,1,2
343,5,0,0,0,0,2,0,1,0,0,0,2
344,0,7,1,0,1,1,0,0,2,0,0,1
345,4,8,1,0,1,2,1,2,2,1,0,2
346,4,11,1,0,4,1,1,0,4,1,0,1
347,2,5,0,0,0,1,0,0,2,0,0,1
348,10,2,2,2,0,1,2,1,1,0,1,1
349,11,1,2,1,0,2,0,3,0,0,0,2
350,0,10,1,0,2,1,1,0,3,1,0,1
351,0,11,1,0,3,1,0,0,3,0,0,1
352,9,4,2,2,0,2,0,2,1,0,0,1
353,7,1,2,2,0,2,0,1,1,0,0,1
354,10,1,2,2,0,2,2,1,2,0,1,1
355,1,9,1,0,1,1,1,1,3,1,0,2
356,10,5,2,4,0,2,2,4,1,0,2,2
357,4,10,1,0,2,1,1,2,2,1,0,1
358,9,0,2,2,0,2,0,2,0,0,0,2
359,9,0,2,2,0,2,0,2,0,0,0,2
360,9,2,2,2,0,2,2,3,0,0,1,2
361,10,4,2,2,0,1,2,1,2,0,1,2
362,7,10,1,1,2,2,1,5,0,2,0,2
363,0,11,1,0,3,1,1,1,2,1,0,1
364,11,2,2,2,0,2,0,2,0,0,0,2
365,7,4,2,1,0,1,0,2,0,0,0,2
366,1,10,1,0,2,1,0,0,2,0,0,1
367,11,0,2,3,0,2,0,2,0,0,0,2
368,0,0,0,0,0,0,0,0,0,0,0,0
369,9,2,2,1,0,2,0,2,0,0,0,2
370,2,9,1,0,3,1,1,0,3,1,0,1
371,8,3,2,2,0,1,0,2,0,0,0,2
372,11,2,2,4,0,1,2,2,1,0,2,1
373,3,11,1,0,3,2,1,1,2,1,0,2
374,11,4,2,4,0,1,2,1,3,0,2,2
375,1,9,1,0,1,1,0,0,2,0,0,1
376,5,11,1,0,4,1,2,1,3,0,1,1
377,0,0,0,0,0,0,0,0,0,0,0,0
378,11,9,2,7,2,2,1,2,4,1,1,1
379,3,10,1,0,2,2,2,0,3,0,1,1
380,11,6,2,3,0,1,2,3,1,0,1,2
381,1,11,1,0,2,1,1,0,4,1,0,1
382,6,8,1,0,1,2,2,1,2,1,1,2
383,10,0,2,2,0,2,2,3,0,0,1,2
384,11,5,2,4,0,1,1,2,2,1,1,1
385,10,3,2,2,0,2,2,1,2,0,1,1
386,9,2,2,2,0,2,0,2,1,0,0,2
387,10,0,2,2,0,2,0,4,0,0,0,2
388,7,3,2,1,0,1,2,1,1,0,1,1
389,6,1,2,1,0,1,0,2,0,0,0,2
390,9,2,2,1,0,1,0,3,0,0,0,2
391,3,11,1,0,3,2,1,0,4,2,0,1
392,4,1,0,0,0,2,0,1,0,0,0,2
393,11,1,2,4,0,2,2,2,2,0,2,2
394,2,10,1,0,1,1,1,2,1,1,0,2
395,11,3,2,2,0,2,2,4,1,0,1,2
396,6,5,1,1,1,2,2,0,4,0,1,1
397,6,3,2,1,0,2,2,1,1,0,1,1
398,7,8,1,1,2,1,0,3,0,0,0,2
399,8,4,2,1,0,1,1,2,1,1,0,1
400,10,9,2,2,1,2,2,3,0,0,1,2
401,10,1,2,3,0,2,2,2,0,0,1,2
402,2,11,1,0,2,1,0,2,0,0,0,2
403,1,9,1,0,2,1,1,0,2,1,0,1
404,10,0,2,2,0,2,0,3,0,0,0,2
405,0,4,0,0,0,1,0,0,2,0,0,1
406,10,0,2,2,0,2,0,2,0,0,0,2
407,11,0,2,2,0,2,0,2,0,0,0,2
408,11,3,2,5,0,2,2,2,3,1,1,1
409,8,1,2,1,0,2,2,0,2,0,1,1
410,9,3,2,1,0,2,2,2,0,0,1,2
411,7,2,2,2,0,1,2,1,1,0,2,2
412,0,9,1,0,2,1,0,0,2,0,0,1
413,6,9,1,2,3,2,1,2,4,2,0,1
414,10,5,1,3,1,1,2,2,3,0,2,1
415,0,7,1,0,1,1,0,2,0,0,0,2
416,3,10,1,0,2,1,0,1,2,0,0,1
417,10,4,2,3,0,1,1,2,2,1,1,1
418,11,1,2,3,0,2,0,3,0,0,0,2
419,5,10,1,0,2,2,1,0,2,1,0,1
420,9,0,2,2,0,2,2,0,1,0,1,1
421,1,10,1,0,2,2,0,1,1,0,0,2
422,0,11,1,0,4,1,1,1,1,1,0,2
423,0,10,1,0,2,1,1,0,2,1,0,1
424,0,9,1,0,2,1,1,0,1,1,0,1
425,5,0,2,1,0,2,0,1,1,0,0,1
426,4,11,1,0,4,2,1,0,2,2,0,1
427,3,11,1,0,3,2,1,1,2,1,0,2
428,2,6,1,0,1,1,0,1,2,0,0,1
429,6,11,1,0,5,1,2,2,2,0,2,2
430,5,8,1,0,1,1,2,1,3,1,1,2
431,4,10,2,1,2,1,2,0,2,0,1,1
432,1,11,1,0,2,1,1,3,1,1,0,2
433,7,9,2,2,2,2,1,1,3,1,0,2
434,1,9,1,0,2,1,0,0,2,0,0,1
435,11,2,2,3,0,2,0,2,0,0,0,2
436,8,1,2,1,0,2,0,0,0,0,0,0
437,0,11,1,0,3,1,1,1,1,1,0,2
438,9,6,2,1,0,1,2,4,1,0,1,1
439,5,1,0,0,0,2,0,2,0,0,0,2
440,0,10,1,0,2,1,0,0,2,0,0,1
441,6,1,0,0,0,2,0,1,0,0,0,2
442,9,7,2,2,0,1,1,0,2,1,0,1
443,9,2,2,2,0,2,2,3,1,0,1,1
444,11,3,2,4,0,2,2,3,1,0,1,1
445,0,9,1,0,2,1,0,0,2,0,0,1
446,11,3,2,5,0,1,2,4,0,0,1,2
447,4,6,1,0,1,2,2,2,0,0,1,2
448,2,10,1,0,1,1,0,1,1,0,0,2
449,3,0,0,0,0,2,0,1,0,0,0,2
450,1,10,1,0,2,1,0,0,2,0,0,1
451,0,0,0,0,0,0,0,0,0,0,0,0
452,9,1,2,2,0,2,2,1,0,0,1,2
453,1,8,1,0,2,1,0,0,1,0,0,1
454,11,0,2,3,0,2,2,3,0,0,1,2
455,1,9,1,0,2,1,1,1,1,1,0,1
456,9,6,1,1,2,1,2,2,2,0,2,2
457,11,3,2,3,0,2,2,1,1,0,1,2
458,0,7,1,0,2,1,0,0,2,0,0,1
459,8,9,1,1,3,1,2,1,5,0,3,1
460,10,7,2,2,0,2,2,0,3,0,2,1
461,2,10,1,0,1,1,1,1,2,1,0,1
462,9,3,2,2,0,2,2,4,0,0,1,2
463,4,9,1,0,2,1,1,2,1,2,0,2
464,5,9,1,0,1,2,2,2,2,0,2,2
465,6,8,2,2,1,2,2,1,2,0,1,2
466,9,4,1,2,1,2,1,3,1,2,0,2
467,0,0,0,0,0,0,0,0,0,0,0,0
468,9,1,2,1,0,2,2,3,1,0,1,2
469,7,7,1,1,1,2,2,3,1,0,1,2
470,10,4,2,2,0,1,1,3,1,1,0,2
471,11,3,2,3,0,2,0,2,0,0,0,2
472,3,9,1,0,2,1,1,2,0,1,1,2
473,0,0,0,0,0,0,0,0,0,0,0,0
474,11,0,2,3,0,2,0,0,1,0,0,1
475,10,1,2,3,0,2,2,5,0,0,1,2
476,4,10,1,0,2,2,2,0,2,0,1,1
477,10,5,2,3,0,1,2,2,2,0,2,1
478,10,6,1,2,1,1,2,1,3,0,1,1
479,11,0,2,3,0,2,2,4,0,0,1,2
480,4,2,0,0,0,1,0,2,0,0,0,2
481,1,7,1,0,2,1,1,1,0,1,0,2
482,2,10,1,0,3,1,1,0,3,1,0,1
483,9,3,2,2,0,2,2,2,1,0,1,2
484,11,3,2,4,0,2,2,4,1,0,1,2
485,7,4,2,1,0,1,0,3,0,0,0,2
486,0,11,1,0,3,1,0,0,1,0,0,1
487,9,1,2,2,0,2,2,1,2,0,1,1
488,7,4,2,2,0,2,2,1,0,0,1,2
489,10,5,2,2,1,1,2,3,0,0,1,2
490,4,11,1,0,4,1,1,1,3,1,0,1
491,8,7,1,1,1,2,2,2,2,0,1,1
492,1,7,1,0,1,1,0,0,3,0,0,1
493,8,2,2,2,0,2,2,3,0,0,1,2
494,4,8,1,0,1,1,2,0,4,0,1,1
495,7,1,2,2,0,2,0,3,0,0,0,2
496,1,7,1,0,1,1,1,1,1,1,0,2
497,4,5,1,0,1,2,0,1,1,0,0,2
498,0,2,0,0,0,1,0,0,0,0,0,0
499,0,2,0,0,0,1,0,1,0,0,0,2
500,3,11,1,0,2,1,1,0,3,1,0,1
501,7,7,1,1,1,2,2,3,2,0,1,2
502,8,4,2,2,0,1,1,1,2,1,0,1
503,4,4,0,0,0,1,2,0,3,0,1,1
504,4,10,1,0,3,2,2,2,3,0,1,2
505,3,8,1,0,1,1,0,1,1,0,0,1
506,11,3,2,3,0,2,2,2,1,0,1,2
507,5,7,1,0,2,2,1,1,3,2,0,2
508,8,0,2,1,0,2,2,1,1,0,1,1
509,11,0,2,3,0,2,2,2,0,0,1,2
510,11,1,2,2,0,2,0,3,0,0,0,2
511,0,0,0,0,0,0,0,0,0,0,0,0
512,11,1,2,3,0,2,2,3,1,0,1,2
513,4,6,0,0,0,1,1,1,2,1,0,2
514,2,3,0,0,0,1,0,1,1,0,0,1
515,7,6,2,1,0,1,2,2,1,0,1,1
516,4,3,0,0,0,1,0,1,0,0,0,2
517,2,10,1,0,2,1,0,0,3,0,0,1
518,11,0,2,2,0,2,2,2,0,0,1,2
519,6,8,2,1,1,1,2,2,0,1,1,2
520,2,10,1,0,2,1,1,0,3,1,0,1
521,3,9,1,0,1,2,0,1,1,0,0,2
522,0,7,1,0,1,1,0,0,2,0,0,1
523,9,2,2,2,0,1,2,2,2,0,1,1
524,0,0,0,0,0,0,0,0,0,0,0,0
525,8,5,2,2,1,1,2,3,0,0,1,2
526,2,9,1,0,3,1,1,1,3,1,0,1
527,1,11,1,0,4,1,1,0,3,1,0,1
528,0,10,1,0,2,1,0,0,1,0,0,1
529,0,11,1,0,1,1,0,1,1,0,0,2
530,4,9,1,0,2,1,2,1,2,0,1,2
531,11,2,2,3,0,2,0,1,0,0,0,2
532,5,9,2,1,1,1,2,1,3,1,1,1
533,9,3,2,2,0,2,0,2,0,0,0,2
