,t2_towerKills,t1_towerKills,firstInhibitor,t2_inhibitorKills,t1_inhibitorKills,firstTower,firstBaron,t2_dragonKills,t1_dragonKills,t1_baronKills,t2_baronKills,firstDragon
35817,2,11,1,0,4,1,0,0,2,0,0,1
35818,2,10,1,0,2,2,1,0,3,1,0,1
35819,3,11,1,0,3,2,1,0,3,2,0,1
35820,0,8,1,0,2,1,0,1,1,0,0,2
35821,9,1,2,1,0,2,2,1,0,0,1,2
35822,6,9,1,1,3,2,1,0,4,1,1,1
35823,11,1,2,3,0,2,0,1,0,0,0,2
35824,1,10,1,0,2,1,0,1,2,0,0,2
35825,0,11,1,0,3,1,0,0,3,0,0,1
35826,0,8,1,0,2,1,0,0,2,0,0,1
35827,6,9,1,1,1,2,1,0,4,1,1,1
35828,5,10,1,0,3,1,1,1,4,1,0,1
35829,6,9,1,0,1,1,1,2,2,1,0,2
35830,1,11,1,0,4,1,1,1,2,1,0,2
35831,10,0,2,2,0,2,0,1,0,0,0,2
35832,3,10,1,0,1,1,1,0,4,1,0,1
35833,1,9,1,0,2,2,0,0,1,0,0,1
35834,3,8,1,0,1,1,1,0,3,1,0,1
35835,4,0,0,0,0,2,0,1,0,0,0,2
35836,1,6,1,0,1,1,1,1,2,1,0,2
35837,0,8,1,0,1,1,0,0,1,0,0,1
35838,10,6,2,1,0,1,0,1,2,0,0,1
35839,2,1,0,0,0,2,0,2,0,0,0,2
35840,8,5,2,2,0,2,1,2,2,1,0,2
35841,10,3,2,4,0,2,2,3,0,0,1,2
35842,0,9,1,0,2,1,0,0,2,0,0,1
35843,4,0,0,0,0,2,0,1,1,0,0,1
35844,2,11,1,0,4,1,1,0,2,1,0,1
35845,3,11,1,0,2,1,1,1,2,1,0,1
35846,6,0,0,0,0,2,0,2,1,0,0,2
35847,8,2,2,1,0,2,2,3,0,0,1,2
35848,3,11,1,0,5,2,1,0,4,1,0,1
35849,8,8,1,2,2,2,2,2,4,0,3,1
35850,5,11,1,0,2,1,2,0,3,0,1,1
35851,1,9,1,0,2,1,0,1,1,0,0,2
35852,11,2,2,4,0,2,0,1,1,0,0,1
35853,9,1,2,2,0,2,2,1,0,0,1,2
35854,6,4,2,1,0,2,2,3,0,0,1,2
35855,0,11,1,0,2,1,0,0,1,0,0,1
35856,2,11,1,0,3,2,0,0,2,0,0,1
35857,0,7,1,0,1,1,0,0,2,0,0,1
35858,3,11,1,0,3,1,1,0,3,1,0,1
35859,3,6,1,0,1,1,2,0,3,1,1,1
35860,2,8,1,0,1,1,2,0,3,0,2,1
35861,6,3,2,1,0,1,2,2,1,0,1,2
35862,0,7,1,0,2,1,1,0,2,1,0,1
35863,11,1,2,3,0,2,2,3,0,0,1,2
35864,10,0,2,2,0,2,0,2,0,0,0,2
35865,0,8,1,0,2,1,0,0,2,0,0,1
35866,3,9,1,0,1,1,1,1,2,1,0,1
35867,6,5,0,0,0,2,2,1,2,0,1,2
35868,8,9,2,1,1,2,1,0,3,1,0,1
35869,6,1,0,0,0,2,0,2,0,0,0,2
35870,4,10,1,0,2,2,2,3,0,0,1,2
35871,11,2,2,3,0,1,2,2,1,0,1,1
35872,0,0,0,0,0,0,0,0,0,0,0,0
35873,0,11,1,0,3,1,0,0,1,0,0,1
35874,8,0,2,1,0,2,0,1,1,0,0,2
35875,3,9,1,0,2,1,0,0,4,0,0,1
35876,1,9,1,0,2,1,1,0,2,1,0,1
35877,7,6,2,1,1,2,0,2,2,0,0,2
35878,8,6,1,1,1,2,2,3,1,0,1,2
35879,7,4,2,1,0,1,2,1,2,0,1,1
35880,7,4,2,1,0,2,2,2,0,0,1,2
35881,4,11,1,0,5,1,1,1,2,1,0,1
35882,6,9,1,0,3,1,2,0,3,1,1,1
35883,0,8,1,0,2,1,0,0,1,0,0,1
35884,0,8,1,0,1,1,0,0,0,0,0,0
35885,6,8,1,1,2,2,1,0,4,1,1,1
35886,0,7,1,0,1,1,0,0,1,0,0,1
35887,11,0,2,4,0,2,2,3,1,0,2,1
35888,11,1,2,3,0,2,0,2,0,0,0,2
35889,4,8,1,0,2,2,2,1,1,0,1,2
35890,2,9,1,0,4,1,1,1,3,1,0,1
35891,0,0,0,0,0,0,0,1,0,0,0,2
35892,10,1,2,2,0,2,0,1,1,0,0,1
35893,8,0,2,1,0,2,0,3,0,0,0,2
35894,5,11,1,0,3,2,1,0,4,1,0,1
35895,10,8,2,2,1,2,2,4,0,1,1,2
35896,4,9,1,0,2,1,0,0,2,0,0,1
35897,10,4,2,2,0,2,2,1,2,0,1,1
35898,11,6,1,3,1,2,0,3,0,0,0,2
35899,11,2,2,3,0,1,0,2,0,0,0,2
35900,7,1,2,1,0,2,2,2,0,0,1,2
35901,10,0,2,3,0,2,2,3,0,0,1,2
35902,0,7,0,0,0,1,0,0,1,0,0,1
35903,10,5,2,4,0,2,1,1,4,1,1,1
35904,2,11,1,0,4,1,1,1,2,1,0,2
35905,10,1,2,2,0,2,0,2,0,0,0,2
35906,0,11,1,0,3,1,0,1,1,0,0,2
35907,0,11,1,0,3,1,1,1,1,1,0,2
35908,11,0,2,3,0,2,0,2,0,0,0,2
35909,7,3,2,2,0,2,2,2,0,0,1,2
35910,8,1,2,1,0,2,0,3,0,0,0,2
35911,7,2,0,0,0,2,2,3,0,0,1,2
35912,10,1,2,2,0,2,0,3,0,0,0,2
35913,11,6,2,3,0,2,2,2,1,0,1,2
35914,3,11,1,0,3,1,1,0,4,1,0,1
35915,8,3,2,1,0,2,2,3,0,0,1,2
35916,8,3,2,2,0,2,2,3,1,0,2,2
35917,5,0,2,1,0,2,0,2,0,0,0,2
35918,9,4,2,2,0,1,2,4,0,0,1,2
35919,8,9,2,1,3,2,1,3,0,2,0,2
35920,8,3,2,1,0,2,0,1,1,0,0,1
35921,11,2,2,2,0,2,2,3,0,0,1,2
35922,0,0,0,0,0,0,0,0,0,0,0,0
35923,9,3,2,3,0,1,0,0,2,0,0,1
35924,9,7,1,2,2,1,2,4,1,0,3,2
35925,2,10,1,0,2,1,1,1,1,1,0,1
35926,11,8,1,2,1,2,2,4,1,0,2,2
35927,11,5,1,3,2,2,1,3,1,1,1,1
35928,5,11,1,0,4,1,1,0,5,1,1,1
35929,6,6,2,1,1,1,2,4,1,1,1,2
35930,8,5,2,1,0,2,2,2,2,0,1,1
35931,9,2,2,1,0,2,2,2,0,0,1,2
35932,4,9,1,0,3,1,2,0,4,0,1,1
35933,11,3,2,5,0,1,2,2,0,0,2,2
35934,11,0,2,3,0,2,2,3,1,0,1,2
35935,2,10,1,0,2,2,0,0,1,0,0,1
35936,9,0,2,1,0,2,0,4,0,0,0,2
35937,1,10,1,0,2,1,1,1,3,1,0,1
35938,11,0,2,3,0,2,0,1,1,0,0,1
35939,5,9,1,1,3,2,2,2,2,0,2,2
35940,4,8,1,0,3,1,1,0,4,2,1,1
35941,1,4,0,0,0,2,1,0,2,1,0,1
35942,4,10,1,0,3,1,1,1,3,2,0,1
35943,0,10,1,0,2,1,0,0,2,0,0,1
35944,2,8,1,0,2,1,0,0,2,0,0,1
35945,4,11,1,0,4,1,1,1,3,2,0,1
35946,7,2,2,1,0,1,0,1,2,0,0,1
35947,0,6,0,0,0,1,0,1,1,0,0,2
35948,5,10,1,0,5,1,1,5,0,3,0,2
35949,10,3,2,2,0,2,2,2,1,0,1,2
35950,0,0,0,0,0,0,0,0,0,0,0,0
35951,4,11,1,0,3,2,1,0,4,1,0,1
35952,7,9,1,0,2,2,1,2,2,1,0,1
35953,2,11,1,0,3,1,1,0,3,1,0,1
35954,6,7,2,1,1,2,1,3,2,2,0,2
35955,5,11,1,0,6,1,1,0,4,1,0,1
35956,8,9,2,4,1,2,1,1,4,2,0,1
35957,0,9,1,0,2,1,0,0,3,0,0,1
35958,4,10,1,0,2,1,1,1,3,1,0,1
35959,8,2,2,1,0,2,0,1,0,0,0,2
35960,5,8,1,0,1,2,2,1,3,0,1,1
35961,11,0,2,4,0,2,2,5,0,0,1,2
35962,3,11,1,0,3,1,1,1,2,1,0,2
35963,1,11,1,0,3,1,1,0,3,1,0,1
35964,11,1,2,3,0,2,0,2,0,0,0,2
35965,4,0,0,0,0,2,0,1,0,0,0,2
35966,4,9,1,0,2,2,1,0,2,1,0,1
35967,4,10,1,0,2,1,1,1,3,1,0,1
35968,3,11,1,0,4,1,1,1,3,1,0,1
35969,1,10,1,0,3,2,1,1,2,1,0,1
35970,5,10,1,1,3,1,2,0,2,0,1,1
35971,11,2,2,4,0,2,2,4,0,0,1,2
35972,11,2,2,4,0,2,2,0,4,0,1,1
35973,5,9,1,0,2,1,2,1,3,0,1,1
35974,2,9,1,0,1,1,1,0,2,1,0,1
35975,5,9,1,0,1,2,2,0,3,1,1,1
35976,3,4,0,0,0,2,0,1,0,0,0,2
35977,0,0,0,0,0,0,0,0,0,0,0,0
35978,1,6,0,0,0,1,0,4,0,0,0,2
35979,11,4,2,3,0,2,2,3,0,0,1,2
35980,3,11,1,0,3,1,1,1,3,2,0,1
35981,1,4,0,0,0,1,0,1,1,0,0,2
35982,6,3,2,1,0,2,0,2,0,0,0,2
35983,2,3,0,0,0,2,0,0,2,0,0,1
35984,0,9,1,0,2,1,0,0,2,0,0,1
35985,10,0,2,2,0,2,2,2,0,0,1,2
35986,6,2,0,0,0,1,0,3,0,0,0,2
35987,4,11,1,0,4,2,1,0,4,1,0,1
35988,6,10,2,2,3,2,1,2,2,2,0,2
35989,11,2,2,3,0,1,2,2,0,0,1,2
35990,9,3,2,1,0,2,0,2,0,0,0,2
35991,6,8,2,1,1,2,0,2,1,0,0,2
35992,5,8,1,0,1,1,1,2,1,1,0,1
35993,7,3,2,1,0,1,2,3,1,0,1,1
35994,0,11,1,0,3,1,0,0,2,0,0,1
35995,0,6,1,0,1,1,1,0,1,1,0,1
35996,11,8,2,8,0,2,1,4,2,3,0,2
35997,0,0,0,0,0,0,0,0,0,0,0,0
35998,7,8,2,1,2,1,2,2,1,0,2,2
35999,4,10,1,0,2,1,1,2,1,1,0,2
36000,11,1,2,4,0,2,2,3,0,0,1,2
36001,10,4,2,2,0,2,2,3,1,0,2,1
36002,7,7,2,1,1,1,1,3,3,1,1,1
36003,5,8,1,0,2,2,0,1,2,0,0,2
36004,4,10,1,0,2,2,0,0,2,0,0,1
36005,10,3,2,4,0,2,1,4,1,1,1,1
36006,7,2,0,0,0,1,0,2,0,0,0,2
36007,9,7,1,1,2,1,2,4,1,0,2,2
36008,2,11,1,0,3,2,1,0,2,1,0,1
36009,11,1,2,3,0,2,0,2,0,0,0,2
36010,8,7,1,1,1,2,2,0,3,0,1,1
36011,2,10,1,0,2,1,0,1,1,0,0,2
36012,0,10,1,0,2,1,0,0,1,0,0,1
36013,3,11,1,0,4,1,1,1,1,1,0,1
36014,9,8,2,2,1,1,2,1,3,1,1,1
36015,7,5,2,1,0,1,2,2,1,0,1,1
36016,9,2,2,2,0,2,2,2,1,0,1,1
36017,0,9,1,0,2,1,0,0,1,0,0,1
36018,6,1,0,0,0,1,2,2,0,0,1,2
36019,7,2,2,1,0,2,0,3,0,0,0,2
36020,5,1,2,1,0,2,0,1,0,0,0,2
36021,10,0,2,2,0,2,1,3,1,1,0,1
36022,2,9,1,0,2,1,1,1,1,1,0,1
36023,4,10,1,0,2,2,1,1,1,1,0,2
36024,8,0,2,1,0,2,0,1,0,0,0,2
36025,1,6,0,0,0,1,0,1,0,0,0,2
36026,4,9,1,0,2,2,2,1,3,1,1,2
36027,8,2,2,1,0,1,2,1,2,0,1,1
36028,4,9,1,0,2,2,1,2,0,1,0,2
36029,11,3,2,3,0,1,0,3,1,0,0,2
36030,3,9,1,0,2,2,0,1,2,0,0,2
36031,9,1,2,2,0,2,0,2,0,0,0,2
36032,6,8,1,1,1,1,2,1,3,0,2,1
36033,9,3,2,1,0,1,2,1,2,0,1,2
36034,9,5,2,2,0,2,2,3,1,0,1,1
36035,9,0,2,2,0,2,2,1,1,0,1,1
36036,0,0,0,0,0,0,0,0,0,0,0,0
36037,3,10,1,0,2,1,0,1,1,0,0,2
36038,9,8,1,1,1,1,2,3,1,0,1,2
36039,9,5,2,2,0,1,0,2,1,0,0,2
36040,11,6,2,2,0,1,2,1,1,0,2,1
36041,3,7,1,0,1,2,1,1,2,1,0,1
36042,1,11,1,0,3,1,0,0,1,0,0,1
36043,2,6,0,0,0,2,0,1,1,0,0,1
36044,6,0,0,0,0,2,0,2,0,0,0,2
36045,0,10,1,0,3,1,0,0,3,0,0,1
36046,6,8,1,0,1,1,0,1,3,0,0,1
36047,9,4,2,2,0,1,2,2,1,0,1,2
36048,10,4,2,2,0,1,1,3,0,1,0,2
36049,7,5,2,2,0,2,1,3,2,2,0,1
36050,3,11,1,0,4,1,1,0,3,1,0,1
36051,2,10,1,0,3,1,0,1,2,0,0,2
36052,11,2,2,4,0,2,0,2,0,0,0,2
36053,7,5,1,0,2,2,2,2,2,0,2,2
36054,11,0,2,2,0,2,2,1,0,0,1,2
36055,7,5,2,1,0,2,0,3,0,0,0,2
36056,8,1,2,4,0,2,2,4,0,0,2,2
36057,7,4,2,1,0,1,2,1,1,0,1,1
36058,2,10,1,0,4,1,1,1,3,1,0,2
36059,6,7,2,1,1,1,0,0,1,0,0,1
36060,3,11,1,0,2,1,1,1,2,1,0,2
36061,3,7,1,0,1,2,1,0,3,1,0,1
36062,10,1,2,2,0,2,0,2,0,0,0,2
36063,11,3,2,3,0,2,2,3,0,0,2,2
36064,3,4,0,0,0,1,0,2,0,0,0,2
36065,7,7,1,1,1,1,2,2,3,0,2,1
36066,5,10,1,0,2,1,2,2,3,1,2,2
36067,1,11,1,0,3,1,1,1,1,1,0,2
36068,9,1,2,1,0,2,2,3,0,0,1,2
36069,10,1,2,2,0,2,0,2,0,0,0,2
36070,10,0,2,4,0,2,2,3,0,0,1,2
36071,6,9,1,0,1,2,2,2,2,0,2,1
36072,9,2,2,2,0,1,2,0,2,0,1,1
36073,0,7,1,0,1,1,1,0,2,1,0,1
36074,2,10,1,0,1,1,1,0,3,1,0,1
36075,11,3,2,5,0,1,2,3,0,0,1,2
36076,6,10,1,0,3,1,1,2,1,2,0,2
36077,3,6,0,0,0,2,1,0,4,1,0,1
36078,1,10,1,0,2,1,0,0,2,0,0,1
36079,2,11,1,0,4,1,1,0,3,1,0,1
36080,9,0,2,1,0,2,0,1,1,0,0,1
36081,3,11,1,0,2,1,1,0,4,2,0,1
36082,11,1,2,3,0,2,0,1,1,0,0,1
36083,8,7,1,2,2,2,1,2,2,2,0,1
36084,9,6,2,2,1,2,2,3,2,0,2,2
36085,0,4,0,0,0,1,0,0,1,0,0,1
36086,5,11,1,0,4,1,0,2,1,0,0,2
36087,10,0,2,1,0,2,2,3,0,0,1,2
36088,11,1,2,2,0,2,2,2,2,0,2,1
36089,9,2,2,1,0,2,0,1,1,0,0,2
36090,3,8,1,0,3,2,1,1,2,1,0,1
36091,11,0,2,3,0,2,2,3,0,0,1,2
36092,2,10,1,0,2,2,1,1,1,1,0,2
36093,0,10,1,0,2,1,0,0,2,0,0,1
36094,0,0,0,0,0,0,0,0,0,0,0,0
36095,8,2,2,2,0,2,0,0,2,0,0,1
36096,2,10,1,0,1,1,0,0,2,0,0,1
36097,4,11,1,0,3,2,0,0,4,0,0,1
36098,3,4,0,0,0,1,0,1,1,0,0,2
36099,1,11,1,0,4,1,1,0,2,1,0,1
36100,2,10,1,0,3,2,2,1,2,1,1,1
36101,10,6,2,3,0,1,2,1,2,0,2,1
36102,2,7,1,0,2,1,1,1,2,1,0,1
36103,11,1,2,3,0,2,2,3,1,0,1,2
36104,10,6,2,2,0,2,2,1,2,0,1,1
36105,3,9,1,0,2,2,2,3,1,1,1,2
36106,9,3,2,3,0,1,2,3,1,1,1,1
36107,2,10,1,0,3,1,0,0,2,0,0,1
36108,3,2,0,0,0,2,0,1,1,0,0,1
36109,5,6,2,1,1,2,1,1,3,1,0,1
36110,2,10,1,0,3,1,1,1,3,1,0,1
36111,11,1,2,3,0,2,0,2,1,0,0,1
36112,3,11,1,0,4,1,1,1,2,1,0,1
36113,8,7,1,1,1,1,1,3,1,2,0,2
36114,4,0,0,0,0,2,0,2,0,0,0,2
36115,4,8,1,0,1,1,1,2,1,1,0,2
36116,1,9,1,0,2,1,0,1,0,0,0,2
36117,9,5,2,2,0,1,2,0,4,0,1,1
36118,9,3,2,3,0,2,2,4,0,0,1,2
36119,9,6,2,2,0,1,0,1,4,0,0,1
36120,5,0,0,0,0,2,0,1,0,0,0,2
36121,7,4,2,1,0,1,2,3,0,0,1,2
36122,9,6,1,2,2,1,0,1,2,0,0,1
36123,9,2,2,2,0,1,2,3,1,0,2,2
36124,4,10,1,0,1,2,1,1,2,1,0,2
36125,8,2,2,1,0,1,2,3,1,0,1,1
36126,9,8,2,2,2,1,2,1,1,1,1,1
36127,5,6,0,0,0,1,1,1,4,2,0,1
36128,8,3,2,2,0,1,0,1,0,0,0,2
36129,4,11,1,0,4,1,1,0,5,1,1,1
36130,11,1,2,3,0,2,0,1,0,0,0,2
36131,4,10,2,1,2,1,1,1,2,2,0,1
36132,3,10,1,0,2,1,2,1,1,0,1,2
36133,11,2,2,5,0,2,2,4,0,0,2,2
36134,5,8,1,0,1,1,0,0,4,0,0,1
36135,7,2,0,0,0,1,0,1,1,0,0,1
36136,10,1,2,3,0,2,2,4,0,0,1,2
36137,11,0,2,3,0,2,2,4,0,0,1,2
36138,4,7,1,0,1,2,0,2,2,0,0,2
36139,0,10,1,0,2,1,1,1,1,1,0,2
36140,10,4,2,2,0,2,2,3,0,0,1,2
36141,2,10,1,0,2,1,0,0,1,0,0,1
36142,11,2,2,3,0,2,2,2,1,0,2,1
36143,9,6,1,2,1,2,2,2,2,0,1,1
36144,7,9,1,1,3,1,2,1,4,0,2,1
36145,1,9,1,0,2,1,1,2,1,1,0,2
36146,3,1,0,0,0,2,0,1,0,0,0,2
36147,3,0,0,0,0,2,0,1,1,0,0,1
36148,8,7,2,3,0,2,2,1,3,0,1,1
36149,10,4,2,1,0,2,1,2,2,1,1,1
36150,10,5,2,8,0,2,2,4,2,0,3,1
36151,0,11,1,0,5,1,0,0,3,0,0,1
36152,1,5,1,0,1,1,0,0,1,0,0,1
36153,0,9,1,0,1,1,1,0,3,1,0,1
36154,6,5,2,2,1,1,1,2,2,2,0,2
36155,7,7,2,1,0,1,2,1,1,0,1,1
36156,4,10,1,0,2,2,0,2,2,0,0,2
36157,3,10,1,0,2,1,1,0,4,1,0,1
36158,1,10,1,0,2,1,1,1,1,1,0,2
36159,3,8,1,0,2,1,1,1,2,2,0,1
36160,9,1,2,1,0,2,2,1,1,0,1,1
36161,5,9,2,1,1,1,2,2,3,1,1,2
36162,9,1,2,2,0,2,2,3,0,0,1,2
36163,10,1,2,3,0,2,0,3,0,0,0,2
36164,6,9,2,3,1,1,2,2,2,0,2,1
36165,9,3,2,2,0,2,0,2,1,0,0,2
36166,11,3,2,5,0,2,0,1,2,0,0,1
36167,4,3,0,0,0,1,2,2,0,0,1,2
36168,6,6,1,0,1,1,2,1,2,0,1,1
36169,7,3,2,1,0,2,2,0,3,0,1,1
36170,3,10,1,0,3,1,1,1,2,1,0,2
36171,7,3,0,0,0,2,0,3,0,0,0,2
36172,5,2,0,0,0,2,0,3,0,0,0,2
36173,6,10,1,0,2,1,1,0,3,2,0,1
36174,5,1,0,0,0,1,0,1,0,0,0,2
36175,11,3,2,3,0,2,2,2,0,0,1,2
36176,11,3,2,3,0,2,2,3,1,0,1,2
36177,0,10,1,0,3,1,0,1,2,0,0,1
36178,3,10,1,0,2,2,0,0,2,0,0,1
36179,1,7,1,0,1,1,1,1,2,1,0,1
36180,9,0,2,1,0,2,2,1,0,0,1,2
36181,4,10,1,0,3,2,2,0,3,0,1,1
36182,2,11,1,0,3,2,0,1,2,0,0,1
36183,11,3,2,3,0,2,2,1,1,0,1,1
36184,9,4,2,1,0,2,2,3,1,1,2,2
36185,6,3,2,1,0,2,0,2,0,0,0,2
36186,2,8,1,0,1,2,1,0,2,1,0,1
36187,0,0,0,0,0,0,0,0,0,0,0,0
36188,11,5,2,3,0,1,2,3,1,0,2,2
36189,0,9,1,0,2,1,0,0,2,0,0,1
36190,1,10,1,0,3,1,1,2,3,2,0,1
36191,9,0,2,3,0,2,0,3,0,0,0,2
36192,8,9,2,2,2,2,2,2,2,1,1,1
36193,2,10,1,0,5,1,1,1,3,1,0,2
36194,5,1,0,0,0,2,0,1,0,0,0,2
36195,8,6,2,2,1,2,1,1,2,1,0,1
36196,0,11,1,0,4,1,0,0,2,0,0,1
36197,3,5,0,0,0,2,0,0,2,0,0,1
36198,0,1,0,0,0,1,0,0,1,0,0,1
36199,0,6,1,0,1,1,0,0,2,0,0,1
36200,3,11,1,0,3,1,1,0,3,1,0,1
36201,1,10,1,0,2,1,1,1,2,1,0,2
36202,0,0,0,0,0,0,0,0,0,0,0,0
36203,11,7,1,2,1,1,0,2,1,0,0,2
36204,8,6,1,1,2,1,2,1,3,0,2,1
36205,0,8,1,0,1,1,0,0,2,0,0,1
36206,1,9,1,0,2,2,0,0,1,0,0,1
36207,4,9,1,0,2,1,2,2,2,0,1,2
36208,3,9,1,0,2,1,1,1,2,1,0,1
36209,10,7,1,2,2,1,1,3,1,1,1,2
36210,10,5,2,2,0,1,2,2,0,0,2,2
36211,10,3,2,2,0,2,2,3,0,0,1,2
36212,10,2,2,2,0,2,0,1,2,0,0,1
36213,11,3,2,4,0,1,2,2,1,0,1,1
36214,9,3,2,2,0,1,2,2,1,0,1,2
36215,6,8,1,1,3,2,2,2,2,2,1,1
36216,2,10,1,0,2,1,0,2,0,0,0,2
36217,7,8,2,1,1,2,1,3,2,2,0,2
36218,1,8,1,0,2,1,0,1,2,0,0,1
36219,5,9,1,0,2,2,0,1,3,0,0,2
36220,9,7,1,1,1,1,1,0,4,1,0,1
36221,5,10,2,1,3,1,1,1,2,2,0,2
36222,3,10,1,0,2,2,1,2,1,1,0,2
36223,11,3,2,3,0,2,1,4,1,1,0,2
36224,0,10,1,0,2,1,0,0,3,0,0,1
36225,11,3,2,3,0,2,2,3,1,0,1,2
36226,8,2,2,1,0,1,0,2,0,0,0,2
36227,1,9,1,0,1,1,1,0,3,1,0,1
36228,2,8,1,0,1,1,2,1,3,0,1,1
36229,1,9,1,0,1,2,0,1,1,0,0,2
36230,2,8,1,0,1,1,1,3,2,1,0,2
36231,1,11,1,0,3,1,1,0,4,1,0,1
36232,1,11,1,0,3,2,2,0,3,0,1,1
36233,9,3,2,2,0,2,2,2,1,0,1,2
36234,4,9,1,0,1,1,0,1,2,0,0,1
36235,11,1,2,4,0,2,2,4,0,0,1,2
36236,9,2,2,2,0,1,2,2,0,0,1,2
36237,1,7,1,0,1,1,0,0,1,0,0,1
36238,7,4,2,1,0,1,0,2,1,0,0,2
36239,10,5,2,5,1,1,2,5,0,0,2,2
36240,4,8,1,0,2,2,2,1,2,0,1,1
36241,9,2,2,2,0,1,2,3,0,0,1,2
36242,11,0,2,3,0,2,2,2,0,0,1,2
36243,5,8,2,1,1,1,1,2,1,1,0,1
36244,9,0,2,2,0,2,2,2,0,0,1,2
36245,0,8,1,0,2,1,0,0,1,0,0,1
36246,0,11,1,0,2,1,0,2,0,0,0,2
36247,2,10,1,0,2,1,0,0,3,0,0,1
36248,9,5,1,1,1,2,1,2,0,1,0,2
36249,4,6,1,0,2,1,1,0,4,1,1,1
36250,5,10,1,0,2,1,1,4,1,2,0,2
36251,10,0,2,2,0,2,2,1,0,0,1,2
36252,2,0,0,0,0,2,0,1,2,0,0,1
36253,0,11,1,0,3,1,1,1,2,1,0,2
36254,7,3,2,1,0,1,2,0,1,0,1,1
36255,1,4,0,0,0,1,0,0,1,0,0,1
36256,9,1,2,1,0,2,0,2,2,0,0,1
36257,8,2,2,1,0,1,2,1,1,0,1,1
36258,1,11,1,0,4,1,1,0,4,2,0,1
36259,1,6,1,0,1,1,0,1,1,0,0,2
36260,2,1,0,0,0,2,0,1,0,0,0,2
36261,1,10,1,0,4,1,0,1,2,0,0,1
36262,1,9,1,0,2,1,0,0,3,0,0,1
36263,3,4,0,0,0,2,0,0,3,0,0,1
36264,11,0,2,3,0,2,2,2,0,0,1,2
36265,8,2,2,2,0,2,0,2,0,0,0,2
36266,9,2,2,2,0,2,2,2,0,0,1,2
36267,0,6,0,0,0,1,0,1,1,0,0,2
36268,10,7,1,2,2,1,1,2,2,3,0,1
36269,5,0,0,0,0,2,0,2,0,0,0,2
36270,0,11,1,0,3,1,0,0,1,0,0,1
36271,8,4,2,1,0,1,2,1,2,0,1,2
36272,1,11,1,0,2,1,0,1,2,0,0,2
36273,7,0,2,2,0,2,0,1,0,0,0,2
36274,3,10,1,0,2,1,1,0,2,1,0,1
36275,5,9,1,0,2,2,0,0,2,0,0,1
36276,8,8,1,1,2,1,1,4,1,1,0,2
36277,10,3,2,3,0,2,2,2,1,0,1,1
36278,10,2,2,2,0,2,2,3,1,0,1,2
36279,8,3,2,1,0,1,0,4,0,0,0,2
36280,10,5,2,3,0,1,2,1,4,0,1,1
36281,7,7,2,1,1,2,1,0,2,1,0,1
36282,2,9,1,0,1,1,1,2,1,1,0,2
36283,6,1,0,0,0,2,0,3,0,0,0,2
36284,4,9,1,0,1,1,0,1,3,0,0,1
36285,5,2,2,1,0,2,0,1,0,0,0,2
36286,10,0,2,2,0,2,2,3,0,0,1,2
36287,7,1,2,1,0,2,0,1,0,0,0,2
36288,8,0,2,1,0,2,0,2,0,0,0,2
36289,5,8,1,0,1,1,1,0,3,1,0,1
36290,6,8,1,1,3,2,2,2,1,0,1,2
36291,0,11,1,0,3,1,0,0,2,0,0,1
36292,2,3,0,0,0,1,0,1,1,0,0,2
36293,0,9,1,0,2,1,0,0,2,0,0,1
36294,7,4,2,1,0,1,1,3,1,1,0,1
36295,6,2,2,1,0,2,0,1,0,0,0,2
36296,0,0,0,0,0,0,0,0,0,0,0,0
36297,3,11,1,0,3,1,0,1,2,0,0,1
36298,10,5,2,2,1,2,1,2,1,1,0,2
36299,3,11,1,0,3,1,1,1,3,1,0,1
36300,10,2,2,2,0,2,2,3,0,0,1,2
36301,11,1,2,4,0,2,0,2,0,0,0,2
36302,5,3,0,0,0,2,0,1,1,0,0,1
36303,0,11,1,0,2,1,0,0,1,0,0,1
36304,0,7,0,0,0,1,0,0,1,0,0,1
36305,10,10,2,8,3,2,2,5,1,1,4,1
36306,1,10,1,0,2,1,0,0,1,0,0,1
36307,3,10,1,0,2,1,0,0,3,0,0,1
36308,9,2,2,2,0,2,0,2,1,0,0,1
36309,2,7,1,0,1,2,0,0,0,0,0,0
36310,1,10,1,0,2,1,1,1,3,1,0,1
36311,3,9,1,0,2,1,1,1,2,1,0,2
36312,1,8,1,0,1,2,1,0,3,1,0,1
36313,10,5,1,2,1,2,1,4,0,1,1,2
36314,4,1,0,0,0,2,0,2,0,0,0,2
36315,8,0,0,0,0,2,0,2,0,0,0,2
36316,10,0,2,1,0,2,0,1,0,0,0,2
36317,2,9,1,0,2,2,1,3,0,1,0,2
36318,6,9,2,1,1,1,1,3,3,2,1,2
36319,6,8,2,1,1,1,2,3,2,0,1,2
36320,1,8,1,0,1,1,0,1,0,0,0,2
36321,9,0,2,2,0,2,0,2,0,0,0,2
36322,3,11,1,0,3,2,0,1,1,0,0,1
36323,7,8,1,0,2,2,2,2,1,0,1,2
36324,7,5,2,1,0,1,0,0,2,0,0,1
36325,2,6,1,0,1,2,0,0,1,0,0,1
36326,10,2,2,3,0,2,1,2,1,1,0,2
36327,10,4,2,2,0,2,2,3,0,0,1,2
36328,10,1,2,2,0,2,1,2,1,1,0,2
36329,4,11,1,0,3,1,2,2,1,0,1,1
36330,0,0,0,0,0,0,0,0,0,0,0,0
